year,address,county,project,level,major,num
2019年,延吉,延吉市,省级计划,初中,生物,0
2019年,延吉,延吉市,省级计划,初中,科学,0
2019年,延吉,延吉市,省级计划,初中,地理,0
2019年,延吉,延吉市,省级计划,初中,历史,0
2019年,延吉,延吉市,省级计划,初中,道德与法治（品德与社会）,0
2019年,延吉,延吉市,省级计划,初中,信息技术,0
2019年,延吉,延吉市,省级计划,初中,思想品德,0
2019年,延吉,延吉市,省级计划,初中,音乐,0
2019年,延吉,延吉市,省级计划,初中,体育,1
2019年,延吉,延吉市,省级计划,初中,美术,0
2019年,延吉,延吉市,省级计划,初中,其他,0
2019年,延吉,延吉市,省级计划,初中,语文,0
2019年,延吉,延吉市,省级计划,初中,数学,0
2019年,延吉,延吉市,省级计划,初中,英语,0
2019年,延吉,延吉市,省级计划,初中,物理,0
2019年,延吉,延吉市,省级计划,初中,化学,0
2019年,延吉,延吉市,省级计划,初中,生物,0
2019年,延吉,延吉市,省级计划,初中,科学,0
2019年,延吉,延吉市,省级计划,初中,地理,0
2019年,延吉,延吉市,省级计划,初中,历史,0
2019年,延吉,延吉市,省级计划,初中,道德与法治（品德与社会）,0
2019年,延吉,延吉市,省级计划,初中,信息技术,0
2019年,延吉,延吉市,省级计划,初中,思想品德,0
2019年,延吉,延吉市,省级计划,初中,音乐,0
2019年,延吉,延吉市,省级计划,初中,体育,0
2019年,延吉,延吉市,省级计划,初中,美术,0
2019年,延吉,延吉市,省级计划,初中,其他,0
2019年,延吉,图们市,国家计划,小学,语文,1
2019年,延吉,图们市,国家计划,小学,数学,1
2019年,延吉,图们市,国家计划,小学,英语,0
2019年,延吉,图们市,国家计划,小学,物理,0
2019年,延吉,图们市,国家计划,小学,化学,0
2019年,延吉,图们市,国家计划,小学,生物,0
2019年,延吉,图们市,国家计划,小学,科学,0
2019年,延吉,图们市,国家计划,小学,地理,0
2019年,延吉,图们市,国家计划,小学,历史,0
2019年,延吉,图们市,国家计划,小学,道德与法治（品德与社会）,0
2019年,延吉,图们市,国家计划,小学,信息技术,0
2019年,延吉,图们市,国家计划,小学,思想品德,0
2019年,延吉,图们市,国家计划,小学,音乐,0
2019年,延吉,图们市,国家计划,小学,体育,0
2019年,延吉,图们市,国家计划,小学,美术,0
2019年,延吉,图们市,国家计划,小学,其他,0
2019年,延吉,图们市,国家计划,初中,语文,1
2019年,延吉,图们市,国家计划,初中,数学,0
2019年,延吉,图们市,国家计划,初中,英语,0
2019年,延吉,图们市,国家计划,初中,物理,0
2019年,延吉,图们市,国家计划,初中,化学,0
2019年,延吉,图们市,国家计划,初中,生物,0
2019年,延吉,图们市,国家计划,初中,科学,0
2019年,延吉,图们市,国家计划,初中,地理,0
2019年,延吉,图们市,国家计划,初中,历史,0
2019年,延吉,图们市,国家计划,初中,道德与法治（品德与社会）,0
2019年,延吉,图们市,国家计划,初中,信息技术,0
2019年,延吉,图们市,国家计划,初中,思想品德,0
2019年,延吉,图们市,国家计划,初中,音乐,0
2019年,延吉,图们市,国家计划,初中,体育,0
2019年,延吉,图们市,国家计划,初中,美术,0
2019年,延吉,图们市,国家计划,初中,其他,0
2019年,延吉,图们市,省级计划,小学,语文,0
2019年,延吉,图们市,省级计划,小学,数学,0
2019年,延吉,图们市,省级计划,小学,英语,0
2019年,延吉,图们市,省级计划,小学,物理,0
2019年,延吉,图们市,省级计划,小学,化学,0
2019年,延吉,图们市,省级计划,小学,生物,0
2019年,延吉,图们市,省级计划,小学,科学,0
2019年,延吉,图们市,省级计划,小学,地理,0
2019年,延吉,图们市,省级计划,小学,历史,0
2019年,延吉,图们市,省级计划,小学,道德与法治（品德与社会）,0
2019年,延吉,图们市,省级计划,小学,信息技术,0
2019年,延吉,图们市,省级计划,小学,思想品德,0
2019年,延吉,图们市,省级计划,小学,音乐,0
2019年,延吉,图们市,省级计划,小学,体育,0
2019年,延吉,图们市,省级计划,小学,美术,1
2019年,延吉,图们市,省级计划,小学,其他,0
2019年,延吉,图们市,省级计划,初中,语文,0
2019年,延吉,图们市,省级计划,初中,数学,0
2019年,延吉,图们市,省级计划,初中,英语,0
2019年,延吉,图们市,省级计划,初中,物理,0
2019年,延吉,图们市,省级计划,初中,化学,0
2019年,延吉,图们市,省级计划,初中,生物,0
2019年,延吉,图们市,省级计划,初中,科学,0
2019年,延吉,图们市,省级计划,初中,地理,0
2019年,延吉,图们市,省级计划,初中,历史,0
2019年,延吉,图们市,省级计划,初中,道德与法治（品德与社会）,0
2019年,延吉,图们市,省级计划,初中,信息技术,0
2019年,延吉,图们市,省级计划,初中,思想品德,0
2019年,延吉,图们市,省级计划,初中,音乐,0
2019年,延吉,图们市,省级计划,初中,体育,0
2019年,延吉,图们市,省级计划,初中,美术,0
2019年,延吉,图们市,省级计划,初中,其他,0
2019年,延吉,敦化市,国家计划,小学,语文,10
2019年,延吉,敦化市,国家计划,小学,数学,6
2019年,延吉,敦化市,国家计划,小学,英语,0
2019年,延吉,敦化市,国家计划,小学,物理,0
2019年,延吉,敦化市,国家计划,小学,化学,0
2019年,延吉,敦化市,国家计划,小学,生物,0
2019年,延吉,敦化市,国家计划,小学,科学,0
2019年,延吉,敦化市,国家计划,小学,地理,0
2019年,延吉,敦化市,国家计划,小学,历史,0
2019年,延吉,敦化市,国家计划,小学,道德与法治（品德与社会）,1
2019年,延吉,敦化市,国家计划,小学,信息技术,1
2019年,延吉,敦化市,国家计划,小学,思想品德,0
2019年,延吉,敦化市,国家计划,小学,音乐,3
2019年,延吉,敦化市,国家计划,小学,体育,4
2019年,延吉,敦化市,国家计划,小学,美术,0
2019年,延吉,敦化市,国家计划,小学,其他,1
2019年,延吉,敦化市,国家计划,初中,语文,7
2019年,延吉,敦化市,国家计划,初中,数学,5
2019年,延吉,敦化市,国家计划,初中,英语,5
2019年,延吉,敦化市,国家计划,初中,物理,0
2019年,延吉,敦化市,国家计划,初中,化学,3
2019年,延吉,敦化市,国家计划,初中,生物,3
2019年,延吉,敦化市,国家计划,初中,科学,0
2019年,延吉,敦化市,国家计划,初中,地理,0
2019年,延吉,敦化市,国家计划,初中,历史,2
2019年,延吉,敦化市,国家计划,初中,道德与法治（品德与社会）,0
2019年,延吉,敦化市,国家计划,初中,信息技术,0
2019年,延吉,敦化市,国家计划,初中,思想品德,2
2019年,延吉,敦化市,国家计划,初中,音乐,0
2019年,延吉,敦化市,国家计划,初中,体育,3
2019年,延吉,敦化市,国家计划,初中,美术,1
2019年,延吉,敦化市,国家计划,初中,其他,2
2019年,延吉,珲春市,国家计划,小学,语文,3
2019年,延吉,珲春市,国家计划,小学,数学,0
2019年,延吉,珲春市,国家计划,小学,英语,0
2019年,延吉,珲春市,国家计划,小学,物理,0
2019年,延吉,珲春市,国家计划,小学,化学,0
2019年,延吉,珲春市,国家计划,小学,生物,0
2019年,延吉,珲春市,国家计划,小学,科学,0
2019年,延吉,珲春市,国家计划,小学,地理,0
2019年,延吉,珲春市,国家计划,小学,历史,0
2019年,延吉,珲春市,国家计划,小学,道德与法治（品德与社会）,0
2019年,延吉,珲春市,国家计划,小学,信息技术,0
2019年,延吉,珲春市,国家计划,小学,思想品德,0
2019年,延吉,珲春市,国家计划,小学,音乐,0
2019年,延吉,珲春市,国家计划,小学,体育,0
2019年,延吉,珲春市,国家计划,小学,美术,0
2019年,延吉,珲春市,国家计划,小学,其他,0
2019年,延吉,珲春市,国家计划,初中,语文,1
2019年,延吉,珲春市,国家计划,初中,数学,1
2019年,延吉,珲春市,国家计划,初中,英语,0
2019年,延吉,珲春市,国家计划,初中,物理,2
2019年,延吉,珲春市,国家计划,初中,化学,0
2019年,延吉,珲春市,国家计划,初中,生物,2
2019年,延吉,珲春市,国家计划,初中,科学,0
2019年,延吉,珲春市,国家计划,初中,地理,1
2019年,延吉,珲春市,国家计划,初中,历史,2
2019年,延吉,珲春市,国家计划,初中,道德与法治（品德与社会）,0
2019年,延吉,珲春市,国家计划,初中,信息技术,1
2019年,延吉,珲春市,国家计划,初中,思想品德,0
2019年,延吉,珲春市,国家计划,初中,音乐,0
2019年,延吉,珲春市,国家计划,初中,体育,0
2019年,延吉,珲春市,国家计划,初中,美术,0
2019年,延吉,珲春市,国家计划,初中,其他,0
2019年,延吉,龙井市,国家计划,小学,语文,1
2019年,延吉,龙井市,国家计划,小学,数学,0
2019年,延吉,龙井市,国家计划,小学,英语,0
2019年,延吉,龙井市,国家计划,小学,物理,0
2019年,延吉,龙井市,国家计划,小学,化学,0
2019年,延吉,龙井市,国家计划,小学,生物,0
2019年,延吉,龙井市,国家计划,小学,科学,0
2019年,延吉,龙井市,国家计划,小学,地理,0
2019年,延吉,龙井市,国家计划,小学,历史,0
2019年,延吉,龙井市,国家计划,小学,道德与法治（品德与社会）,0
2019年,延吉,龙井市,国家计划,小学,信息技术,0
2019年,延吉,龙井市,国家计划,小学,思想品德,0
2019年,延吉,龙井市,国家计划,小学,音乐,0
2019年,延吉,龙井市,国家计划,小学,体育,2
2019年,延吉,龙井市,国家计划,小学,美术,1
2019年,延吉,龙井市,国家计划,小学,其他,0
2019年,延吉,龙井市,国家计划,初中,语文,2
2019年,延吉,龙井市,国家计划,初中,数学,2
2019年,延吉,龙井市,国家计划,初中,英语,0
2019年,延吉,龙井市,国家计划,初中,物理,0
2019年,延吉,龙井市,国家计划,初中,化学,0
2019年,延吉,龙井市,国家计划,初中,生物,0
2019年,延吉,龙井市,国家计划,初中,科学,0
2019年,延吉,龙井市,国家计划,初中,地理,1
2019年,延吉,龙井市,国家计划,初中,历史,0
2019年,延吉,龙井市,国家计划,初中,道德与法治（品德与社会）,0
2019年,延吉,龙井市,国家计划,初中,信息技术,0
2019年,延吉,龙井市,国家计划,初中,思想品德,0
2019年,延吉,龙井市,国家计划,初中,音乐,1
2019年,延吉,龙井市,国家计划,初中,体育,0
2019年,延吉,龙井市,国家计划,初中,美术,0
2019年,延吉,龙井市,国家计划,初中,其他,0
2019年,延吉,龙井市,省级计划,小学,语文,0
2019年,延吉,龙井市,省级计划,小学,数学,0
2019年,延吉,龙井市,省级计划,小学,英语,0
2019年,延吉,龙井市,省级计划,小学,物理,0
2019年,延吉,龙井市,省级计划,小学,化学,0
2019年,延吉,龙井市,省级计划,小学,生物,0
2019年,延吉,龙井市,省级计划,小学,科学,0
2019年,延吉,龙井市,省级计划,小学,地理,0
2019年,延吉,龙井市,省级计划,小学,历史,0
2019年,延吉,龙井市,省级计划,小学,道德与法治（品德与社会）,0
2019年,延吉,龙井市,省级计划,小学,信息技术,0
2019年,延吉,龙井市,省级计划,小学,思想品德,0
2019年,延吉,龙井市,省级计划,小学,音乐,0
2019年,延吉,龙井市,省级计划,小学,体育,1
2019年,延吉,龙井市,省级计划,小学,美术,1
2019年,延吉,龙井市,省级计划,小学,其他,0
2019年,延吉,龙井市,省级计划,初中,语文,0
2019年,延吉,龙井市,省级计划,初中,数学,0
2019年,延吉,龙井市,省级计划,初中,英语,0
2019年,延吉,龙井市,省级计划,初中,物理,0
2019年,延吉,龙井市,省级计划,初中,化学,0
2019年,延吉,龙井市,省级计划,初中,生物,0
2019年,延吉,龙井市,省级计划,初中,科学,0
2019年,延吉,龙井市,省级计划,初中,地理,0
2019年,延吉,龙井市,省级计划,初中,历史,0
2019年,延吉,龙井市,省级计划,初中,道德与法治（品德与社会）,0
2019年,延吉,龙井市,省级计划,初中,信息技术,0
2019年,延吉,龙井市,省级计划,初中,思想品德,0
2019年,延吉,龙井市,省级计划,初中,音乐,0
2019年,延吉,龙井市,省级计划,初中,体育,0
2019年,延吉,龙井市,省级计划,初中,美术,0
2019年,延吉,龙井市,省级计划,初中,其他,1
2019年,延吉,和龙市,国家计划,小学,语文,4
2019年,延吉,和龙市,国家计划,小学,数学,1
2019年,延吉,和龙市,国家计划,小学,英语,4
2019年,延吉,和龙市,国家计划,小学,物理,0
2019年,延吉,和龙市,国家计划,小学,化学,0
2019年,延吉,和龙市,国家计划,小学,生物,0
2019年,延吉,和龙市,国家计划,小学,科学,0
2019年,延吉,和龙市,国家计划,小学,地理,0
2019年,延吉,和龙市,国家计划,小学,历史,0
2019年,延吉,和龙市,国家计划,小学,道德与法治（品德与社会）,0
2019年,延吉,和龙市,国家计划,小学,信息技术,1
2019年,延吉,和龙市,国家计划,小学,思想品德,0
2019年,延吉,和龙市,国家计划,小学,音乐,0
2019年,延吉,和龙市,国家计划,小学,体育,3
2019年,延吉,和龙市,国家计划,小学,美术,2
2019年,延吉,和龙市,国家计划,小学,其他,0
2019年,延吉,和龙市,国家计划,初中,语文,3
2019年,延吉,和龙市,国家计划,初中,数学,1
2019年,延吉,和龙市,国家计划,初中,英语,2
2019年,延吉,和龙市,国家计划,初中,物理,0
2019年,延吉,和龙市,国家计划,初中,化学,0
2019年,延吉,和龙市,国家计划,初中,生物,0
2019年,延吉,和龙市,国家计划,初中,科学,0
2019年,延吉,和龙市,国家计划,初中,地理,0
2019年,延吉,和龙市,国家计划,初中,历史,0
2019年,延吉,和龙市,国家计划,初中,道德与法治（品德与社会）,0
2019年,延吉,和龙市,国家计划,初中,信息技术,0
2019年,延吉,和龙市,国家计划,初中,思想品德,2
2019年,延吉,和龙市,国家计划,初中,音乐,0
2019年,延吉,和龙市,国家计划,初中,体育,2
2019年,延吉,和龙市,国家计划,初中,美术,0
2019年,延吉,和龙市,国家计划,初中,其他,0
2019年,延吉,汪清县,国家计划,小学,语文,5
2019年,延吉,汪清县,国家计划,小学,数学,7
2019年,延吉,汪清县,国家计划,小学,英语,4
2019年,延吉,汪清县,国家计划,小学,物理,0
2019年,延吉,汪清县,国家计划,小学,化学,0
2019年,延吉,汪清县,国家计划,小学,生物,0
2019年,延吉,汪清县,国家计划,小学,科学,1
2019年,延吉,汪清县,国家计划,小学,地理,0
2019年,延吉,汪清县,国家计划,小学,历史,0
